,NOME,VALOR,DETALHES,ENDEREÇO
1113,"Apartamento para alugar com 1 dormitórios em Santos reis, Natal cod:817769",R$ 650,"['1 quarto ', ' 30m² ', ' Condomínio: R$ 450']",Praia do Meio
1114,Kitnet Mobiliado Excelente localização,R$ 700,"['1 quarto ', ' 25m² ', ' Condomínio: R$ 0']",Neópolis
1115,"Apartamento para alugar com 2 dormitórios em Capim macio, Natal cod:AP1625",R$ 1.720,"['2 quartos ', ' 58m² ', ' 2 vagas']",Capim Macio
1116,Kit Net Capim Macio,R$ 800,"['1 quarto ', ' 30m²']",Capim Macio
1117,Corais de Ponta Negra (Apto Semi Mobiliado) Fica Como Nas Fotos,R$ 2.500,"['3 quartos ', ' 96m² ', ' 2 vagas']",Ponta Negra
1118,Apartamento na Av Jaguarari lagoa nova semi mobiliado com móveis,R$ 1.700,"['2 quartos ', ' 58m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Candelária
1119,RF residencial Parque Cidade Jardim,R$ 2.480,"['3 quartos ', ' 76m² ', ' Condomínio: R$ 238 ', ' 2 vagas']",Neópolis
1120,Apartamento com 2\4 no barro vermelho divisa com tiol próximo da prudente,R$ 250.000,"['2 quartos ', ' 60m² ', ' Condomínio: R$ 385 ', ' 1 vaga']",Barro Vermelho
1121,Kit net Cidade Alta,R$ 470,"['1 quarto ', ' 22m²']",Cidade Alta
1122,"Apartamento em lagoa nova com 2\4 próximo da Jaguarari, trt , policia federal",R$ 1.700,"['2 quartos ', ' 58m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Lagoa Nova
1123,Em tirol com 3 quartos. Ed. Dulce Costa ,R$ 950,"['3 quartos ', ' 96m² ', ' Condomínio: R$ 1.050 ', ' 2 vagas']",Tirol
1124,Apartamento em Lagoa Nova,R$ 850,"['2 quartos ', ' 0m²']",Dix-Sept Rosado
1125,Apartº 4 quartos- Geraldo Pinho Petropolis,R$ 3.950,"['4 quartos ', ' 150m² ', ' 3 vagas']",Petrópolis
1126,"Apartamento para alugar com 2 dormitórios em Ponta negra, Natal cod:458",R$ 2.300,"['2 quartos ', ' 90m² ', ' Condomínio: R$ 100 ', ' 1 vaga']",Ponta Negra
1127,Alugo apartamento no Serrambi 2,R$ 750,"['2 quartos ', ' 60m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Neópolis
1128,"Apartamento para alugar com 3 dormitórios em Alecrim, Natal cod:EI19092",R$ 900,"['3 quartos ', ' 85m² ', ' Condomínio: R$ 200 ', ' 1 vaga']",Alecrim
1129,"Apartamento para alugar com 4 dormitórios em Tirol, Natal cod:EI22735",R$ 3.100,"['4 quartos ', ' 340m² ', ' Condomínio: R$ 2.900']",Tirol
1130,"Apartamento para alugar com 3 dormitórios em Ponta negra, Natal cod:EI22439",R$ 1.960,"['3 quartos ', ' 108m² ', ' Condomínio: R$ 770 ', ' 2 vagas']",Ponta Negra
1131,"Apartamento para alugar com 2 dormitórios em Ponta negra, Natal cod:EI13062",R$ 1.600,"['2 quartos ', ' 57m² ', ' 1 vaga']",Ponta Negra
1132,"Apartamento para alugar com 4 dormitórios em Tirol, Natal cod:EI20102",R$ 1.700,"['4 quartos ', ' 260m² ', ' Condomínio: R$ 1.700 ', ' 4 vagas']",Tirol
1133,"Apartamento para alugar com 3 dormitórios em Tirol, Natal cod:EI22932",R$ 2.500,"['3 quartos ', ' 120m² ', ' 2 vagas']",Tirol
1134,"Apartamento para alugar com 3 dormitórios em Lagoa nova, Natal cod:EI22410",R$ 1.020,"['3 quartos ', ' 128m² ', ' Condomínio: R$ 600 ', ' 2 vagas']",Lagoa Nova
1135,"Apartamento para alugar com 2 dormitórios em Candelária, Natal cod:EI20454",R$ 1.100,"['2 quartos ', ' 65m² ', ' Condomínio: R$ 630 ', ' 1 vaga']",Candelária
1136,"Apartamento para alugar com 3 dormitórios em Tirol, Natal cod:EI22852",R$ 1.350,"['3 quartos ', ' 85m² ', ' 2 vagas']",Tirol
1137,"Apartamento para alugar com 1 dormitórios em Nova descoberta, Natal cod:EI4585",R$ 700,"['1 quarto ', ' 30m²']",Nova Descoberta
1138,"Apartamento para alugar com 3 dormitórios em Lagoa nova, Natal cod:EI22893",R$ 900,"['3 quartos ', ' 130m² ', ' Condomínio: R$ 1.530 ', ' 2 vagas']",Lagoa Nova
1139,"Apartamento para alugar com 1 dormitórios em Nova descoberta, Natal cod:EI22861",R$ 550,"['1 quarto ', ' 20m²']",Nova Descoberta
1140,"Apartamento para alugar com 3 dormitórios em Capim macio, Natal cod:EI20864",R$ 1.200,"['3 quartos ', ' 70m² ', ' Condomínio: R$ 500 ', ' 1 vaga']",Capim Macio
1141,"Apartamento para alugar com 3 dormitórios em Petrópolis, Natal cod:EI22819",R$ 1.135,"['3 quartos ', ' 90m² ', ' Condomínio: R$ 810 ', ' 2 vagas']",Petrópolis
1142,"Apartamento para alugar com 2 dormitórios em Candelária, Natal cod:EI22827",R$ 1.400,"['2 quartos ', ' 56m²']",Candelária
1143,"Apartamento para alugar com 4 dormitórios em Tirol, Natal cod:EI22904",R$ 1.600,"['4 quartos ', ' 184m² ', ' Condomínio: R$ 1.400 ', ' 2 vagas']",Tirol
1144,"Apartamento para alugar com 2 dormitórios em Capim macio, Natal cod:EI21481",R$ 1.600,"['2 quartos ', ' 75m² ', ' 1 vaga']",Capim Macio
1145,Andar alto no Lual de ponta negra. !!! Locação ,R$ 2.800,"['3 quartos ', ' 114m² ', ' 2 vagas']",Ponta Negra
1146,"Apartamento para alugar com 3 dormitórios em Capim macio, Natal cod:EI22442",R$ 900,"['3 quartos ', ' 112m² ', ' Condomínio: R$ 500 ', ' 2 vagas']",Capim Macio
1147,"Apartamento para alugar com 3 dormitórios em Tirol, Natal cod:EI20739",R$ 1.600,"['3 quartos ', ' 90m² ', ' Condomínio: R$ 720 ', ' 2 vagas']",Tirol
1148,"Apartamento para alugar com 3 dormitórios em Lagoa nova, Natal cod:EI22566",R$ 1.300,"['3 quartos ', ' 150m² ', ' Condomínio: R$ 1.500 ', ' 3 vagas']",Lagoa Nova
1149,"Apartamento para alugar com 3 dormitórios em Nova descoberta, Natal cod:EI15870",R$ 600,"['3 quartos ', ' 64m² ', ' Condomínio: R$ 320 ', ' 1 vaga']",Nova Descoberta
1150,"Apartamento para alugar com 2 dormitórios em Lagoa nova, Natal cod:EI22481",R$ 1.200,"['2 quartos ', ' 90m² ', ' Condomínio: R$ 690 ', ' 2 vagas']",Lagoa Nova
1151,"Apartamento para alugar com 2 dormitórios em Ponta negra, Natal cod:EI11082",R$ 1.600,"['2 quartos ', ' 57m² ', ' 1 vaga']",Ponta Negra
1152,"Apartamento para alugar com 2 dormitórios em Neópolis, Natal cod:EI3637",R$ 500,"['2 quartos ', ' 55m² ', ' Condomínio: R$ 280 ', ' 1 vaga']",Neópolis
1153,Aluga-se Kitnet,R$ 400,"['1 quarto ', ' Condomínio: R$ 0 ', ' 1 vaga']",Bom Pastor
1154,Aluguel por Temporada - Verano Ponta Negra - AP Mobiliado,R$ 250,"['2 quartos ', ' 56m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Ponta Negra
1155,Ruth Galvão,R$ 1.550,"['2 quartos ', ' 57m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Tirol
1156,Apartamento semi mobiliado no Reisdencial Olimpo - Capim Macio/Ponta Negra,R$ 1.600,"['2 quartos ', ' 67m² ', ' 1 vaga']",Capim Macio
1157,Kit net Cidade alta cidade c/internet,R$ 410,"['1 quarto ', ' 19m²']",Cidade Alta
1158,Flat em ponta negra !!! Disponivel para entrada de imediato,R$ 1.700,"['1 quarto ', ' 1 vaga']",Ponta Negra
1159,Aluguel de apartamento no Serrambi III,R$ 950,"['2 quartos ', ' 57m² ', ' 1 vaga']",Neópolis
1160,Excelente Apartamento,R$ 620,"['1 quarto ', ' 0m²']",Cidade Alta
1161,Apartº Petropolis- 4 suítes,R$ 5.000,"['4 quartos ', ' 340m² ', ' 3 vagas']",Ribeira
1162,Cond. Kalil Aby Faraj 3/4 - Lago Nova,R$ 1.800,"['3 quartos ', ' 190m² ', ' Condomínio: R$ 1.500 ', ' 3 vagas']",Lagoa Nova
1163,Apartamento em Cidade Satélite-2 quartos (1 suíte),R$ 670,"['2 quartos ', ' 50m² ', ' 1 vaga']",Pitimbu
1164,LDAP2183 Alugo apto 2/4 em Ponta Negra na rua da lagosta!,R$ 1.580,"['2 quartos ', ' 55m² ', ' Condomínio: R$ 1 ', ' 1 vaga']",Ponta Negra
1165,Apartamento no Duna Barcana mobiliado - 2 vagas de garagem,R$ 2.200,"['2 quartos ', ' 56m² ', ' 1 vaga']",Ponta Negra
1166,"Alugo apartamento Mobiliado, 4 suites, 282m², vista para o mar em Areia Preta, Natal-RN",R$ 10.001,"['4 quartos ', ' 282m²']",Areia Preta
1167,Apto petrópolis alugar,R$ 2.300,"['3 quartos ', ' 96m² ', ' 2 vagas']",Petrópolis
1168,"Apartamento para alugar com 3 dormitórios em Barro vermelho, Natal cod:EI21999",R$ 1.450,"['3 quartos ', ' 120m² ', ' Condomínio: R$ 850 ', ' 2 vagas']",Barro Vermelho
1169,"Apartamento para alugar com 3 dormitórios em Alecrim, Natal cod:EI20830",R$ 1.250,"['3 quartos ', ' 100m²']",Alecrim
1170,"Apartamento para alugar com 3 dormitórios em Lagoa nova, Natal cod:EI22489",R$ 2.000,"['3 quartos ', ' 87m² ', ' Condomínio: R$ 500 ', ' 2 vagas']",Lagoa Nova
1171,"Apartamento para alugar com 1 dormitórios em Areia preta, Natal cod:EI12088",R$ 1.800,"['1 quarto ', ' Condomínio: R$ 600 ', ' 1 vaga']",Areia Preta
1172,"Apartamento para alugar com 2 dormitórios em Ponta negra, Natal cod:EI22570",R$ 1.350,"['2 quartos ', ' 50m² ', ' Condomínio: R$ 350 ', ' 1 vaga']",Ponta Negra
1173,"Apartamento para alugar com 4 dormitórios em Candelária, Natal cod:EI20587",R$ 1.500,"['4 quartos ', ' 269m² ', ' Condomínio: R$ 2.000 ', ' 3 vagas']",Candelária
1174,Apartamento Térreo (NOVO) P/Alugar,R$ 1.450,"['2 quartos ', ' 55m² ', ' 1 vaga']",Ponta Negra
1175,"Apartamento para alugar com 4 dormitórios em Lagoa nova, Natal cod:LA-11462",R$ 5.000,"['4 quartos ', ' 600m² ', ' Condomínio: R$ 2.050 ', ' 4 vagas']",Lagoa Nova
1176,O inacreditavel em ponta negra 114m2 . disponivel para locação,R$ 2.800,"['3 quartos ', ' 2 vagas']",Ponta Negra
1177,Flat residencial para alugar em Areia Preta com 35 m² por R$ 3.000/mês - Areia Preta - Nat,R$ 3.000,"['1 quarto ', ' 35m² ', ' 1 vaga']",Areia Preta
1178,"Porto Arena, 03 quartos ao lado do Carrefour",R$ 3.000,"['3 quartos ', ' 96m² ', ' 2 vagas']",Candelária
1179,More onde muitos passam férias . Ponta Negra,R$ 2.200,"['2 quartos ', ' 1 vaga']",Ponta Negra
1180,Kitnet em Morro Branco - última unidade,R$ 650,"['1 quarto ', ' 30m² ', ' Condomínio: R$ 0']",Nova Descoberta
1181,Ja pensou em trazer sua mudança para ponta negra . A hora e agora,R$ 1.499,"['2 quartos ', ' 1 vaga']",Ponta Negra
1182,Apart Kitnet próx a UFRN e Av. Roberto Freire,R$ 700,"['1 quarto ', ' 25m² ', ' Condomínio: R$ 0']",Capim Macio
1183,Alugam-se Kitnets,R$ 400,['1 quarto'],Nova Descoberta
1184,LCAP1005 - AP no Resid. Campos do Jordão em lagoa Nova!,R$ 2.499,"['3 quartos ', ' 130m² ', ' 1 vaga']",Lagoa Nova
1185,Excelente apartamento para locação em Tirol,R$ 1.850,"['2 quartos ', ' 57m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Tirol
1186,T. De Amitas Barros,R$ 2.300,"['3 quartos ', ' 80m² ', ' 2 vagas']",Dix-Sept Rosado
1187,Kitnet em Lagoa Nova,R$ 600,['1 quarto'],Lagoa Nova
1188,Apartamento 2 quartos - Neopolis,R$ 900,"['2 quartos ', ' 55m² ', ' 1 vaga']",Neópolis
1189,Lindo apartamento lagoa nova ,R$ 2.600,"['4 quartos ', ' 2 vagas']",Lagoa Nova
1190,Alugo Panorama Flat ,R$ 1.400,"['1 quarto ', ' 38m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Ponta Negra
1191,Alugo kits nets na cidade da esperança,R$ 300,['1 quarto'],Cidade da Esperança
1192,Apartamento temporada e Réveillon em Natal  Ponta Negra,R$ 0,"['2 quartos ', ' 53m² ', ' 1 vaga']",Ponta Negra
1193,Apto com ou sem mobília ,R$ 900,"['1 quarto ', ' 65m²']",Capim Macio
1194,"Apartamento para alugar com 2 dormitórios em Lagoa nova, Natal cod:821190",R$ 1.104,"['2 quartos ', ' 61m² ', ' Condomínio: R$ 440 ', ' 1 vaga']",Dix-Sept Rosado
1195,"LCAP-0930- More em Cidade Alta por apenas R$ 1.300,00!",R$ 1.299,"['2 quartos ', ' 54m² ', ' 1 vaga']",Cidade Alta
1196,LCAP-1493 - Excelente imóvel no residencial Olimpo!,R$ 1.599,"['3 quartos ', ' 63m² ', ' 1 vaga']",Capim Macio
1197,Kitnet  alecrim,R$ 450,"['1 quarto ', ' 30m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Alecrim
1198,LCAP-2207 - Excelente apartamento no condomínio Porto Arena!,R$ 3.199,"['3 quartos ', ' 98m² ', ' 2 vagas']",Candelária
1199,"Apartamento para alugar com 2 dormitórios em Lagoa nova, Natal cod:821191",R$ 1.104,"['2 quartos ', ' 61m² ', ' Condomínio: R$ 440 ', ' 1 vaga']",Dix-Sept Rosado
1200,LD ldldlAD0014 Belíssima cobertura de alto padrão em Lagoa Nova!!,R$ 7.919,"['4 quartos ', ' 600m² ', ' Condomínio: R$ 1 ', ' 4 vagas']",Lagoa Nova
1201,LDldldlAP1899 Belíssimo apartamento totalmente mobiliado e reformado em Ponta Negra!,R$ 2.999,"['2 quartos ', ' 58m² ', ' Condomínio: R$ 1 ', ' 1 vaga']",Ponta Negra
1202,LDldldAP2178 Flat no Petrópolis Residence todo mobiliado 1/1!,R$ 1.349,"['1 quarto ', ' 35m² ', ' Condomínio: R$ 1 ', ' 1 vaga']",Praia do Meio
1203,LCAP-2199 - Apartamento no residencial Cond. Jardins do Alto em Tirol!,R$ 2.800,"['2 quartos ', ' 70m² ', ' 1 vaga']",Capim Macio
1204,LCAP-1899 - Apartamento mobiliado no residencial Cristallo em Ponta Negra!,R$ 3.000,"['2 quartos ', ' 58m² ', ' 1 vaga']",Ponta Negra
1205,LCAD0014 - Excelente apartamento em lagoa Nova em Pallazzo Dellagua!,R$ 7.920,"['4 quartos ', ' 600m² ', ' 4 vagas']",Lagoa Nova
1206,"Apto 2 quartos, uma vaga, Tirol Way",R$ 1.800,"['2 quartos ', ' 59m² ', ' 1 vaga']",Tirol
1207,HC - PARK VIEW  3/4  - TIROL,R$ 2.799,"['3 quartos ', ' 101m² ', ' Condomínio: R$ 0 ', ' 2 vagas']",Tirol
1208,Kit Net no centro,R$ 300,,Cidade Alta
1209,Alugo Apartamento,R$ 600,['2 quartos'],Cidade Alta
1210,Apartamento 2/4 Zona Norte,R$ 700,"['2 quartos ', ' 58m² ', ' 1 vaga']",Pajuçara
1211,Apartamento para alugar na zona norte ,R$ 500,"['2 quartos ', ' 1 vaga']",Redinha
1212,"Apto 3 quartos, 98m2 Tirol Way",R$ 3.100,"['3 quartos ', ' 98m² ', ' 2 vagas']",Tirol
1213,Duna Barcane,R$ 2.300,"['2 quartos ', ' 59m² ', ' 1 vaga']",Ponta Negra
1214,Estrela do Atlântico ,R$ 2.000,"['2 quartos ', ' 1 vaga']",Ponta Negra
1215,"Apto. no TIrol a 100 m do Midway estudantes IFRN, UNP e UFRN",R$ 1.250,"['3 quartos ', ' 85m² ', ' Condomínio: R$ 0 ', ' 2 vagas']",Tirol
1216,Apartamento em ponta negra,R$ 1.580,"['2 quartos ', ' 1 vaga']",Capim Macio
1217,Alugo apartamento com 2 quartos e mobiliado em Ponta Negra vista mar,R$ 2.550,"['2 quartos ', ' 52m² ', ' 1 vaga']",Ponta Negra
1218,More onde muitos passam férias. More em Ponta Negra,R$ 3.000,"['2 quartos ', ' 1 vaga']",Ponta Negra
1219,Apartamento no corais de ponta negra.!!!,R$ 2.200,"['3 quartos ', ' 2 vagas']",Ponta Negra
1220,Apartamento cidade da esperança ,R$ 600,['2 quartos'],Cidade da Esperança
1221,Alto Padrão Mobiliado 3 qtos em Capim Macio,R$ 4.000,"['3 quartos ', ' 100m² ', ' Condomínio: R$ 0 ', ' 2 vagas']",Capim Macio
1222,AP ALICE GRILO PARA LOCAÇAO,R$ 4.500,"['3 quartos ', ' 168m² ', ' 3 vagas']",Nossa Senhora de Nazaré
1223,V.1571 - Apartamento em Ponta Negra com ótima localização,R$ 1.500,"['2 quartos ', ' Condomínio: R$ 285 ', ' 1 vaga']",Ponta Negra
1224,Kitnet em Capim Macio Próximo a UFRN,,"['1 quarto ', ' 0m²']",Capim Macio
1225,Aluga-,R$ 800,"['1 quarto ', ' 35m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Candelária
1226,AP1493+lm Apartamento - Capim Macio,R$ 1.610,"['3 quartos ', ' 63m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Capim Macio
1227,AP1860+lm Apartamento - Lagoa Nova,R$ 4.100,"['3 quartos ', ' 170m² ', ' Condomínio: R$ 0 ', ' 4 vagas']",Lagoa Nova
1228,Apt Candelária Condomínio Bairro Latino ja incluso taxas,R$ 1.400,"['3 quartos ', ' 75m² ', ' Condomínio: R$ 240']",Candelária
1229,AP2154+lm Apto - Barro Vermelho,R$ 3.250,"['3 quartos ', ' 185m² ', ' Condomínio: R$ 0 ', ' 3 vagas']",Barro Vermelho
1230,AP2178+lm Apto - Petrópolis,R$ 1.360,"['1 quarto ', ' 35m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Ribeira
1231,kitnet no caminho do sol (Nova Parnamirim),,"['2 quartos ', ' 50m² ', ' Condomínio: R$ 0']",Alecrim
1232,Diárias apartamento 1 quarto 100% mobiliado,,"['1 quarto ', ' 1 vaga']",Candelária
1233,Apartamento Cidade Alta,R$ 650,"['1 quarto ', ' 35m²']",Ribeira
1234,Flat 1/4 mobiliado e completo ,R$ 1.500,"['1 quarto ', ' 45m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Ponta Negra
1235,"Kit net em Capim macio, Natal/RN",R$ 900,"['1 quarto ', ' 0m²']",Capim Macio
1236,Apartamento 2/4 c/ suíte - Petrópolis ,R$ 1.300,"['2 quartos ', ' 56m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Petrópolis
1237,Apto. em Candelária 1qt. Aluguel,R$ 730,"['1 quarto ', ' 30m² ', ' Condomínio: R$ 200']",Candelária
1238,Aluga-se Apartamento mobiliado,R$ 1.100,"['1 quarto ', ' 0m²']",Ponta Negra
1239,"Apartamento para alugar com 1 dormitórios em Petrópolis, Natal cod:AA-7183",R$ 2.200,"['1 quarto ', ' 48m² ', ' 1 vaga']",Petrópolis
1240,Alugo Estrela do Atlântico ,R$ 2.300,"['2 quartos ', ' 59m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Ponta Negra
1241,Apartamento mensal mobiliado,R$ 999,"['1 quarto ', ' 52m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Ponta Negra
1242,Apartamento Tirol,R$ 1.000,"['2 quartos ', ' 1 vaga']",Tirol
1243,Apartamento Mobiliado em ponta negra a 30 metros da praia,R$ 1.300,"['2 quartos ', ' 34m²']",Ponta Negra
1244,Apartamento no Tirol - 55 m2,R$ 2.000,"['2 quartos ', ' 55m² ', ' 1 vaga']",Tirol
1245,Vendo apartamento com 2 quartos em Ponta Negra,,"['2 quartos ', ' 56m² ', ' 1 vaga']",Ponta Negra
1246,Otimo ap 2 quartos mobilado na residences costa no conj de ponta negra,R$ 850,"['2 quartos ', ' 79m² ', ' Condomínio: R$ 1']",Ponta Negra
1247,Ap em Natal,R$ 2.000,"['2 quartos ', ' 60m² ', ' 1 vaga']",Ponta Negra
1248,Kitnet,R$ 350,"['1 quarto ', ' 28m²']",Planalto
1249,"Apartamento para locação Monto Olimpo 75m2 3/4 c SUÍTE, Tirol, Natal",R$ 1.650,"['3 quartos ', ' 73m² ', ' 1 vaga']",Tirol
1250,LDFL0114 Ótimo apartamento localizado a 100 metros da praia do meio!,R$ 1.300,"['1 quarto ', ' 36m² ', ' Condomínio: R$ 1 ', ' 1 vaga']",Praia do Meio
1251,Flat próximo ao Praia Shopping,R$ 1.400,"['1 quarto ', ' 43m²']",Capim Macio
1252,Ponta Negra Apartamento 2/4 sendo 1 suíte 1 Vga garag Ar. Lazer Completa,R$ 1.100,"['2 quartos ', ' 55m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Ponta Negra
1253,Alugo kitnets de 570 a 780 mensal,R$ 570,"['1 quarto ', ' 35m² ', ' 1 vaga']",Ponta Negra
1254,Apartamento Alecrim,R$ 470,"['1 quarto ', ' 36m²']",Alecrim
1255,Apto no Estrela do Atlântico Ponta Negra,R$ 2.200,"['2 quartos ', ' 56m² ', ' 4 vagas']",Ponta Negra
1256,Apartamento top em ponta negra . No Brisa calma premium flat!!! Padrão A,R$ 2.700,"['1 quarto ', ' 1 vaga']",Ponta Negra
1257,"Corais de Ponta Negra S/ mobilia, somente projetados",R$ 2.250,"['3 quartos ', ' 100m² ', ' Condomínio: R$ 0 ', ' 2 vagas']",Ponta Negra
1258,"Apartamento para alugar com 3 dormitórios em Nova descoberta, Natal cod:AA-7181",R$ 1.000,"['3 quartos ', ' Condomínio: R$ 350 ', ' 1 vaga']",Nova Descoberta
1259,"Apartamento para alugar com 3 dormitórios em Tirol, Natal cod:AA-7178",R$ 2.220,"['3 quartos ', ' Condomínio: R$ 580 ', ' 2 vagas']",Tirol
1260,"Apartamento para alugar com 2 dormitórios em Igapó, Natal cod:AA-7179",R$ 550,['2 quartos'],Igapó
1261,"Apartamento para alugar com 2 dormitórios em Lagoa nova, Natal cod:821183",R$ 1.005,"['2 quartos ', ' 61m² ', ' Condomínio: R$ 440 ', ' 1 vaga']",Dix-Sept Rosado
1262,Apartamento Lagoa Seca,R$ 500,"['1 quarto ', ' 25m²']",Lagoa Seca
1263,"Apartamento com 4 dormitórios para alugar, 143 m² por R$ 2.700,00/mês - Lagoa Nova - Natal",R$ 2.700,"['4 quartos ', ' 143m² ', ' Condomínio: R$ 950 ', ' 3 vagas']",Lagoa Nova
1264,"Apartamento com 3 dormitórios para alugar, 230 m² por R$ 3.500,00/mês - Petrópolis - Natal",R$ 3.500,"['3 quartos ', ' 230m² ', ' 2 vagas']",Petrópolis
1265,"Apartamento com 3 dormitórios para alugar, 100 m² por R$ 1.350,00/mês - Petrópolis - Natal",R$ 1.350,"['3 quartos ', ' 100m² ', ' Condomínio: R$ 690 ', ' 2 vagas']",Petrópolis
1266,Apartamento no Tirol,R$ 2.000,"['2 quartos ', ' 75m²']",Tirol
1267,Apartamentos mobiliados 100% ,R$ 880,"['1 quarto ', ' 25m² ', ' Condomínio: R$ 110 ', ' 1 vaga']",Candelária
1268,"Apto em Lagoa Nova com 3/4 Sendo 1 Suite, 75m², 2 Vagas",R$ 1.700,"['3 quartos ', ' 75m² ', ' Condomínio: R$ 0 ', ' 2 vagas']",Lagoa Nova
1269,Kit net cidade alta c/internet,R$ 420,"['1 quarto ', ' 25m²']",Cidade Alta
1270,Apart em condomínio club ,R$ 1.600,"['2 quartos ', ' 60m² ', ' 1 vaga']",Ponta Negra
1271,Apart no Tirol ,R$ 1.700,"['2 quartos ', ' 1 vaga']",Tirol
1272,Kitnet  no Planalto com Internet  incluso,R$ 350,"['1 quarto ', ' 40m² ', ' 1 vaga']",Planalto
1273,"Alugase apto cond Santos Reis. Na Praia do Meio, 1.200reais",R$ 1.200,"['2 quartos ', ' 80m² ', ' 2 vagas']",Praia do Meio
1274,Apartamento em Lagoa Seca,R$ 500,"['1 quarto ', ' 25m²']",Lagoa Seca
1275,AP1452 Apartamento Residencial / Lagoa Nova,R$ 2.000,"['3 quartos ', ' 91m²']",Dix-Sept Rosado
1276,Apto com 2 quartos e vaga coberta / Lagoa Nova - corretor,R$ 1.300,"['2 quartos ', ' 58m² ', ' 1 vaga']",Lagoa Nova
1277,Aluguel de apartamento com ótima localização e conforto!,R$ 1.650,"['2 quartos ', ' 57m² ', ' Condomínio: R$ 380 ', ' 1 vaga']",Capim Macio
1278,Condomínio therra Mater lagoa nova ,R$ 1.900,"['2 quartos ', ' 88m² ', ' 2 vagas']",Lagoa Nova
1279,Mesa de bamboo e pedra de mármore 4 cadeiras ,R$ 1.150,"['2 quartos ', ' 1 vaga']",Neópolis
1280,"Kitchenette/conjugado para alugar com 2 dormitórios em Bom pastor, Natal cod:819638",R$ 600,"['2 quartos ', ' 50m²']",Bom Pastor
1281,"Kitchenette/conjugado para alugar com 2 dormitórios em Bom pastor, Natal cod:819636",R$ 600,"['2 quartos ', ' 50m²']",Bom Pastor
1282,"Apartamento para alugar com 3 dormitórios em Nova descoberta, Natal cod:818901",R$ 750,"['3 quartos ', ' 75m² ', ' Condomínio: R$ 340 ', ' 1 vaga']",Nova Descoberta
1283,"Kitchenette/conjugado para alugar com 2 dormitórios em Bom pastor, Natal cod:819640",R$ 600,"['2 quartos ', ' 50m²']",Bom Pastor
1284,Loft Alto padrão Nashville.  Proximo do midway,R$ 1.500,"['1 quarto ', ' 43m² ', ' 1 vaga']",Lagoa Nova
1285,"Kitchenette/conjugado para alugar com 2 dormitórios em Bom pastor, Natal cod:819639",R$ 560,"['2 quartos ', ' 50m²']",Bom Pastor
1286,Morada colibris ,R$ 1.200,"['3 quartos ', ' 1 vaga']",Capim Macio
1287,Aptos e kit nets,R$ 0,"['2 quartos ', ' 1 vaga']",Lagoa Seca
1288,"LDldldAP2124 Aluga-se ótimo apartamento em Capim Macio, 2 vagas , 3/4 sendo uma suite!",R$ 1.999,"['3 quartos ', ' 80m² ', ' Condomínio: R$ 1 ', ' 2 vagas']",Capim Macio
1289,"LDAP0924 Apartamento todo mobiliado para alugar em Ponta Negra, com 2/4 sendo 1 suite",R$ 1.300,"['2 quartos ', ' 58m² ', ' Condomínio: R$ 1 ', ' 1 vaga']",Ponta Negra
1290,Condomínio Sebastiano Ricci,R$ 4.200,"['4 quartos ', ' 135m² ', ' 2 vagas']",Lagoa Nova
1291,"Kitchenette/conjugado para alugar com 2 dormitórios em Bom pastor, Natal cod:819641",R$ 600,"['2 quartos ', ' 50m²']",Bom Pastor
1292,"Apartamento para alugar com 3 dormitórios em Barro vermelho, Natal cod:AA-7177",R$ 750,"['3 quartos ', ' 70m² ', ' Condomínio: R$ 660 ', ' 1 vaga']",Barro Vermelho
1293,Apt mobiliado para alugar,R$ 1.100,"['1 quarto ', ' 44m² ', ' 1 vaga']",Praia do Meio
1294,Kitnet para alugar,R$ 800,"['2 quartos ', ' 44m² ', ' Condomínio: R$ 0']",Neópolis
1295,"Ap. Vila Romana IV no Tirol, 3 quartos",R$ 1.900,"['3 quartos ', ' 113m² ', ' Condomínio: R$ 500 ', ' 1 vaga']",Lagoa Seca
1296,Aluga-se Apto em Lagoa Nova próximo Polo Jurídico - Ed. Jerônimo Costa,R$ 2.500,"['3 quartos ', ' 87m² ', ' 2 vagas']",Candelária
1297,LmAP2173 Apartamento - Ponta Negra,R$ 1.410,"['2 quartos ', ' 56m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Ponta Negra
1298,LmAP2163 Apartamento - Petrópolis,R$ 1.510,"['1 quarto ', ' 56m² ', ' Condomínio: R$ 0 ', ' 1 vaga']",Petrópolis
